147	1	2017-11-08 08:54:02	2017-11-02 12:32:02
148	0	2017-11-08 12:59:02	2017-11-08 08:55:02
149	1	2017-11-15 08:57:02	2017-11-08 13:00:01
150	0	2017-11-15 15:00:02	2017-11-15 08:58:02
151	1	2017-11-17 08:56:02	2017-11-15 15:01:05
152	0	2017-11-17 11:02:03	2017-11-17 08:57:01
153	1	2017-11-22 08:56:02	2017-11-17 11:03:02
154	0	2017-11-22 13:58:03	2017-11-22 08:57:02
155	1	2017-11-29 08:58:03	2017-11-22 13:59:02
156	0	2017-11-29 12:30:03	2017-11-29 08:59:02
157	1	2017-12-06 08:58:02	2017-11-29 12:31:03
158	0	2017-12-06 13:00:02	2017-12-06 08:59:02
159	1	2017-12-13 08:57:02	2017-12-06 13:01:02
160	0	2017-12-13 12:42:02	2017-12-13 08:58:02
161	1	2017-12-20 08:54:03	2017-12-13 12:43:02
162	0	2017-12-20 12:59:02	2017-12-20 08:55:03
163	1	2017-12-21 08:56:02	2017-12-20 13:00:03
164	0	2017-12-21 11:30:04	2017-12-21 08:57:02
165	1	2018-01-03 08:58:03	2017-12-21 11:31:03
166	0	2018-01-03 13:00:03	2018-01-03 08:59:03
167	1	2018-01-10 08:54:03	2018-01-03 13:01:03
168	0	2018-01-10 13:03:03	2018-01-10 08:55:03
169	1	2018-01-17 08:55:02	2018-01-10 13:06:03
170	0	2018-01-17 13:00:03	2018-01-17 08:56:03
171	1	2018-01-19 10:29:02	2018-01-17 13:01:03
172	0	2018-01-19 12:00:06	2018-01-19 10:30:03
173	1	2018-01-24 08:55:03	2018-01-19 12:01:03
174	0	2018-01-24 15:00:04	2018-01-24 08:56:04
175	1	2018-01-31 08:55:03	2018-01-24 15:01:04
176	0	2018-01-31 14:00:02	2018-01-31 08:56:03
177	1	2018-02-07 08:54:03	2018-01-31 14:01:02
178	0	2018-02-07 13:11:02	2018-02-07 08:55:03
179	1	2018-02-14 08:55:03	2018-02-07 13:12:03
180	0	2018-02-14 13:00:04	2018-02-14 08:56:03
181	1	2018-02-21 08:55:04	2018-02-14 13:01:04
182	0	2018-02-21 13:30:04	2018-02-21 08:56:04
183	1	2018-02-28 08:55:03	2018-02-21 13:31:04
184	0	2018-02-28 14:00:05	2018-02-28 08:56:04
185	1	2018-03-07 08:56:02	2018-02-28 14:01:05
186	0	2018-03-07 14:00:03	2018-03-07 08:57:02
187	1	2018-03-14 08:54:02	2018-03-07 14:01:03
188	0	2018-03-14 14:11:02	2018-03-14 08:55:02
189	1	2018-03-15 10:55:03	2018-03-14 14:12:03
190	0	2018-03-15 12:45:03	2018-03-15 10:56:03
191	1	2018-03-21 08:54:02	2018-03-15 12:46:03
192	0	2018-03-21 14:00:03	2018-03-21 08:55:03
193	1	2018-03-28 07:55:02	2018-03-21 14:01:02
194	0	2018-03-28 12:59:03	2018-03-28 07:56:02
195	1	2018-03-29 09:54:03	2018-03-28 13:00:02
196	0	2018-03-29 12:00:03	2018-03-29 09:55:03
197	1	2018-04-04 07:54:03	2018-03-29 12:01:03
198	0	2018-04-04 13:29:02	2018-04-04 07:55:02
199	1	2018-04-11 07:55:03	2018-04-04 13:30:03
200	0	2018-04-11 13:00:03	2018-04-11 07:56:03
201	1	2018-04-11 13:01:02	2018-04-11 13:01:02
202	0	2018-04-11 13:02:03	2018-04-11 13:02:03
203	1	2018-04-18 07:55:02	2018-04-11 13:03:02
204	0	2018-04-18 14:00:03	2018-04-18 07:56:02
205	1	2018-04-21 07:55:05	2018-04-18 14:01:02
206	0	2018-04-21 10:01:05	2018-04-21 07:56:04
207	1	2018-04-26 03:55:04	2018-04-21 10:02:03
208	0	2018-04-26 10:00:04	2018-04-26 03:56:04
209	1	2018-05-02 07:55:03	2018-04-26 10:01:04
210	0	2018-05-02 12:05:04	2018-05-02 07:56:04
211	1	2018-05-09 07:56:03	2018-05-02 12:06:05
212	0	2018-05-09 12:29:04	2018-05-09 07:57:06
213	1	2018-05-10 10:02:05	2018-05-09 12:30:05
214	0	2018-05-10 11:40:05	2018-05-10 10:03:04
215	1	2018-05-16 07:56:04	2018-05-10 11:41:04
216	0	2018-05-16 13:59:03	2018-05-16 07:57:05
217	1	2018-05-17 12:54:04	2018-05-16 14:00:05
218	0	2018-05-17 15:08:04	2018-05-17 12:55:04
219	1	2018-05-23 07:54:03	2018-05-17 15:09:04
220	0	2018-05-23 13:00:06	2018-05-23 07:55:04
221	1	2018-05-24 14:56:02	2018-05-23 13:01:05
222	0	2018-06-06 09:09:03	2018-05-30 07:56:03
